distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second,store_forward,vendor
1.3,40.71109009,-73.94997406,1,40.72545242,-73.95185089,5,1,2,12,11,39,5,1,2,12,19,37,0,1
2.69,40.6856041,-73.81806946,1,40.71366882,-73.82963562,3,1,14,23,27,10,3,1,14,23,33,22,0,2
6.1,40.67157364,-73.91239166,1,40.67392349,-73.90973663,4,1,1,10,39,14,4,1,1,11,10,32,0,2
8.28,40.6524086,-73.87532043,1,40.74198151,-73.86750793,4,1,29,13,57,11,4,1,29,14,33,20,0,2
1.8,40.81388855,-73.93133545,1,40.8396759,-73.92949677,5,1,2,11,39,25,5,1,2,11,41,29,0,2
3.76,40.69674301,-73.91880035,1,40.68367386,-73.97610474,4,1,8,19,16,35,4,1,8,19,39,3,0,2
2.2,40.84831238,-73.93120575,1,40.85245514,-73.89802551,3,1,21,10,26,18,3,1,21,10,33,45,0,1
2.55,40.7733345,-73.96208954,1,40.80550766,-73.93915558,2,1,6,7,36,14,2,1,6,7,59,30,0,2
2.44,40.6807518,-73.9345932,1,40.67736053,-73.97212982,4,1,8,9,5,47,4,1,8,9,22,18,0,2
1.27,40.73597336,-73.88974762,1,40.74568558,-73.90189362,3,1,7,22,57,30,3,1,7,23,4,26,0,2
3.73,40.74353409,-73.86756134,1,40.77520752,-73.9119339,4,1,15,13,38,18,4,1,15,13,57,31,0,2
3.3,40.83049011,-73.91546631,1,40.80731583,-73.94441986,3,1,7,21,12,42,3,1,7,21,28,27,0,2
2.02,40.7911911,-73.95134735,6,40.81080627,-73.92768097,3,1,14,12,30,49,3,1,14,12,40,24,0,2
15.01,40.64691925,-73.7900238,1,40.61753464,-73.94615173,1,1,5,14,56,9,1,1,5,15,27,54,0,2
2.38,40.69575119,-73.9320755,1,40.7257576,-73.94269562,6,1,10,21,35,0,6,1,10,21,51,0,0,2
5.98,40.77046204,-73.98012543,1,40.71722412,-73.95838928,0,1,25,22,29,34,0,1,25,22,53,19,0,2
2.8,40.77128983,-73.91777802,1,40.74409866,-73.88514709,5,1,16,19,26,58,5,1,16,19,39,42,0,2
2.12,40.70893478,-73.81448364,1,40.72135162,-73.84427643,3,1,14,19,11,7,3,1,14,19,23,13,0,2
1.25,40.70074844,-73.9829483,1,40.6930809,-73.96929932,5,1,2,13,25,7,5,1,2,13,30,22,0,2
1.12,40.8156662,-73.95437622,1,40.81769943,-73.94181061,6,1,17,23,11,37,6,1,17,23,17,40,0,2
3.6,40.73875809,-73.99154663,1,40.69677734,-73.98323822,0,1,18,6,36,58,0,1,18,6,50,38,0,1
2.8,40.72943497,-73.95505524,1,40.7516861,-73.93437958,2,1,13,10,25,32,2,1,13,10,41,35,0,1
2.57,40.70042801,-73.90330505,1,40.70006561,-73.94786072,1,1,5,21,29,59,1,1,5,21,44,33,0,2
5.8,40.760746,-73.99105072,1,40.70077133,-73.98973083,3,1,14,12,35,2,3,1,14,13,1,2,0,1
0.85,40.77399826,-73.93119049,1,40.76648331,-73.92137909,5,1,30,4,8,1,5,1,30,4,10,50,0,2
2.75,40.75587082,-73.97119904,1,40.78901672,-73.95445251,1,1,19,13,0,27,1,1,19,13,26,17,0,2
3.9,40.73393631,-73.98986053,1,40.69607544,-73.96779633,5,1,30,7,48,3,5,1,30,8,4,20,0,1
3.88,40.77086258,-73.8733139,2,40.74884415,-73.89251709,3,1,21,23,38,36,3,1,21,23,55,4,0,2
1.35,40.85316849,-73.91819,1,40.86224365,-73.89910126,2,1,6,17,51,38,2,1,6,17,58,19,0,2
2.01,40.68518448,-73.98879242,1,40.68720627,-73.96257019,4,1,1,0,19,51,4,1,1,0,29,41,0,2
0.87,40.76563644,-73.92603302,2,40.76546097,-73.91384125,2,1,27,18,0,41,2,1,27,18,6,36,0,2
1.49,40.78918457,-73.95475006,1,40.80517197,-73.95497894,3,1,14,7,44,6,3,1,14,7,56,3,0,2
6.75,40.75685883,-73.9822464,1,40.69763565,-73.98709106,4,1,29,8,18,42,4,1,29,8,45,58,0,2
2.44,40.73585129,-73.81069946,1,40.75953674,-73.8303833,2,1,13,21,20,57,2,1,13,21,30,49,0,2
1.1,40.79811096,-73.93392944,1,40.7890358,-73.94346619,0,1,4,17,3,49,0,1,4,17,8,6,0,1
1.54,40.79597473,-73.93260193,1,40.78547668,-73.94921112,3,1,28,15,4,8,3,1,28,15,11,52,0,2
1.23,40.80745316,-73.94935608,1,40.79619598,-73.93563843,4,1,15,21,52,38,4,1,15,21,59,11,0,2
1.59,40.77296066,-73.90727997,1,40.76184464,-73.92536926,6,1,3,0,25,45,6,1,3,0,33,28,0,2
0.74,40.69432831,-73.9759903,1,40.69208145,-73.98712921,5,1,16,15,23,11,5,1,16,15,27,28,0,2
0.8,40.68105316,-73.97714996,1,40.67316818,-73.97635651,2,1,20,15,31,38,2,1,20,15,36,45,0,1
6.86,40.7642746,-73.98280334,1,40.84123993,-73.94268799,2,1,6,17,22,24,2,1,6,17,46,53,0,2
1.13,40.74737549,-73.92462921,1,40.7559166,-73.91271973,0,1,25,7,39,28,0,1,25,7,45,25,0,2
1.58,40.84118652,-73.9320755,1,40.86775589,-73.92095184,6,1,3,0,59,36,6,1,3,1,5,52,0,2
2.76,40.77396011,-73.87107849,5,40.76997757,-73.91753387,3,1,21,16,17,1,3,1,21,16,23,37,0,2
4.44,40.74207687,-73.90717316,1,40.71557617,-73.83249664,4,1,8,23,9,48,4,1,8,23,27,56,0,2
1.66,40.77449799,-73.90406036,1,40.75497055,-73.92224121,5,1,16,8,34,18,5,1,16,8,41,43,0,2
0.41,40.82813263,-73.85015869,1,40.8341217,-73.8518219,4,1,22,16,39,21,4,1,22,16,48,6,0,2
0.97,40.81157303,-73.95202637,1,40.82379532,-73.94132996,2,1,20,23,0,34,2,1,20,23,3,57,0,2
0.96,40.74631119,-73.95641327,1,40.74720001,-73.9434433,0,1,25,18,36,26,0,1,25,18,42,40,0,2
7.79,40.7244339,-73.9877243,1,40.75564575,-73.8854599,4,1,29,21,22,7,4,1,29,22,1,5,0,2
10.1,40.77753448,-73.94605255,1,40.67399597,-73.98408508,5,1,2,21,46,34,5,1,2,22,16,54,0,2
1.9,40.68729401,-73.94163513,1,40.69367218,-73.96439362,4,1,1,0,11,23,4,1,1,0,20,25,0,2
0.52,40.7031517,-73.99417114,1,40.70016861,-73.98751831,2,1,27,16,15,27,2,1,27,16,18,32,0,2
3.27,40.7393074,-73.88436127,1,40.75346375,-73.90472412,6,1,17,1,0,34,6,1,17,1,11,34,0,2
1.5,40.75786209,-73.98455048,3,40.76483536,-73.96627045,6,1,3,17,57,48,6,1,3,18,8,18,0,1
3.87,40.71377945,-73.99495697,1,40.74245071,-73.98209381,3,1,7,10,35,42,3,1,7,10,52,6,0,2
1.9,40.77485275,-73.95391846,1,40.79113007,-73.97463989,4,1,15,20,43,41,4,1,15,20,54,35,0,1
4.18,40.72396851,-73.97882843,5,40.71485901,-74.0150528,4,1,15,21,7,59,4,1,15,21,21,50,0,2
1.23,40.7686615,-73.95245361,5,40.76403046,-73.96894073,2,1,27,7,43,35,2,1,27,7,57,11,0,2
1.5,40.73497391,-73.97742462,1,40.75147629,-73.97463226,0,1,11,21,44,58,0,1,11,21,50,50,0,1
0.7,40.77150726,-73.95051575,1,40.77381516,-73.95983887,4,1,29,18,19,41,4,1,29,18,26,33,0,1
2.4,40.76031876,-73.98929596,1,40.7698555,-73.96263885,4,1,22,17,3,0,4,1,22,17,15,18,0,2
2.06,40.73633957,-73.97901154,3,40.75772095,-73.98712921,3,1,14,23,59,51,4,1,15,0,9,42,0,2
1.3,40.72492599,-73.98130798,1,40.73752213,-73.98925781,3,1,21,17,29,29,3,1,21,17,37,46,0,1
2.6,40.75538254,-73.97598267,1,40.77529907,-73.94755554,4,1,8,6,28,37,4,1,8,6,39,28,0,1
2.12,40.75037766,-73.96990967,1,40.76476669,-73.99528503,4,1,1,6,34,36,4,1,1,6,44,20,0,2
0.6,40.72638702,-74.00499725,1,40.72316742,-73.99908447,1,1,5,20,4,18,1,1,5,20,7,52,0,1
3,40.74973679,-73.99126434,1,40.77120209,-73.95652008,5,1,23,1,4,30,5,1,23,1,17,11,0,1
1.52,40.76116943,-74.0009079,1,40.76805878,-73.98220825,3,1,7,21,45,21,3,1,7,21,54,1,0,2
1,40.76277161,-73.96266937,2,40.77367401,-73.95171356,5,1,2,9,20,35,5,1,2,9,25,2,0,1
2.98,40.72039795,-74.00341797,1,40.75808716,-73.98550415,3,1,21,14,20,6,3,1,21,14,42,23,0,2
0.2,40.76179123,-73.98625183,1,40.75876617,-73.98832703,3,1,7,18,3,55,3,1,7,18,5,52,0,1
1.4,40.71984482,-73.99515533,4,40.73055649,-73.98052979,6,1,17,14,59,28,6,1,17,15,11,5,0,1
3.8,40.73706055,-73.99308777,1,40.78262711,-73.97317505,2,1,27,17,57,38,2,1,27,18,35,33,0,1
1.1,40.73207855,-73.99373627,1,40.74412537,-73.98347473,3,1,21,20,43,22,3,1,21,20,49,4,0,1
1.7,40.74912643,-73.99195099,1,40.76352692,-73.9734726,4,1,15,13,28,59,4,1,15,13,42,31,0,1
17.7,40.64601135,-73.77637482,1,40.74547577,-73.95714569,2,1,13,6,9,38,2,1,13,6,41,9,0,1
5.4,40.79069519,-73.9454422,1,40.75387955,-73.91873169,5,1,30,16,51,21,5,1,30,17,16,5,0,1
2.09,40.7767334,-73.98226166,1,40.80371857,-73.9671936,3,1,14,8,31,6,3,1,14,8,44,15,0,2
17.5,40.71918869,-73.98505402,1,40.64458084,-73.78196716,6,1,17,10,9,0,6,1,17,10,36,11,0,1
1.72,40.76153183,-73.99391937,5,40.78115845,-73.98132324,4,1,29,22,6,4,4,1,29,22,16,9,0,2
8.81,40.744133,-73.97416687,1,40.76968765,-73.86363983,4,1,22,16,44,28,4,1,22,17,14,22,0,2
9.73,40.71920776,-74.00167847,1,40.77402115,-73.87320709,4,1,15,23,12,33,4,1,15,23,34,48,0,2
1.81,40.72351837,-74.00283051,1,40.70452118,-74.01053619,1,1,12,22,25,17,1,1,12,22,35,32,0,2
3.2,40.77418137,-73.98882294,1,40.7400589,-74.0080719,3,1,28,23,33,1,3,1,28,23,45,46,0,2
12.26,40.75093842,-73.82344818,1,40.746521,-73.99391937,4,1,15,21,20,27,4,1,15,21,59,49,0,2
5.5,40.71152496,-74.0147171,2,40.76904678,-73.98132324,4,1,29,8,35,28,4,1,29,9,2,53,0,1
1.2,40.75202179,-73.97725677,1,40.75154877,-73.99021912,5,1,16,11,57,0,5,1,16,12,7,3,0,1
1.5,40.71150589,-73.98749542,1,40.72174072,-73.99995422,6,1,17,14,2,26,6,1,17,14,23,56,0,1
4.4,40.76678467,-73.99312592,4,40.72357941,-73.98513031,2,1,20,22,44,8,2,1,20,23,5,0,0,2
1,40.73203278,-73.99885559,2,40.72857285,-73.98469543,5,1,30,22,50,29,5,1,30,23,2,35,0,1
0.6,40.7272644,-74.00278473,6,40.7324028,-73.99609375,4,1,29,20,29,57,4,1,29,20,36,35,0,2
2.14,40.76174164,-73.98377991,1,40.7906189,-73.97489929,5,1,9,11,46,59,5,1,9,11,59,41,0,2
1.11,40.77524567,-73.98215485,1,40.76610565,-73.9673233,1,1,19,10,57,16,1,1,19,11,6,9,0,2
0.85,40.77209854,-73.98226166,1,40.77867126,-73.98847961,2,1,20,19,1,21,2,1,20,19,8,18,0,2
1,40.7080307,-74.00445557,1,40.71832657,-74.00052643,5,1,30,19,17,18,5,1,30,19,25,50,0,1
3.14,40.71705627,-74.0016861,1,40.75198364,-73.99346924,5,1,2,0,14,27,5,1,2,0,29,29,0,2
1.4,40.72493744,-73.97828674,3,40.72058105,-73.98973846,5,1,23,0,42,39,5,1,23,0,55,9,0,1
1.86,40.76189041,-73.98243713,2,40.76311874,-73.95635986,4,1,15,19,30,57,4,1,15,19,45,5,0,2
2.87,40.76219177,-73.98757935,3,40.73271179,-73.98155975,6,1,10,23,2,9,6,1,10,23,19,15,0,2
3.4,40.77246475,-73.95574951,1,40.73090744,-73.98903656,4,1,1,16,2,7,4,1,1,16,14,39,0,1
1.82,40.7149086,-74.00747681,2,40.73188782,-73.996315,3,1,7,13,22,45,3,1,7,13,32,35,0,2
4.08,40.69327164,-73.99590302,2,40.73751831,-73.99144745,1,1,5,21,5,24,1,1,5,21,21,19,0,2
0.9,40.75672913,-73.97480011,3,40.76472092,-73.98240662,3,1,21,15,45,6,3,1,21,15,52,37,0,2
0.4,40.74686432,-73.98068237,1,40.74373245,-73.97284698,2,1,27,7,47,37,2,1,27,7,52,5,0,1
3.42,40.76564789,-73.97596741,4,40.72501755,-74.00762177,5,1,16,15,12,57,5,1,16,15,33,19,0,2
1.66,40.75953674,-73.97624207,1,40.77705002,-73.97536469,3,1,21,15,45,19,3,1,21,16,2,19,0,2
2.4,40.74816132,-73.98046875,2,40.72130585,-73.98912811,5,1,16,21,52,29,5,1,16,22,9,3,0,1
1,40.74418259,-73.9745636,1,40.75654221,-73.9671402,0,1,11,19,12,2,0,1,11,19,16,19,0,1
17.92,40.73537827,-73.98075104,5,40.64868927,-73.78398895,1,1,19,13,48,52,1,1,19,14,24,28,0,2
1.7,40.77436829,-73.98223877,1,40.75456619,-73.98332977,4,1,15,15,30,32,4,1,15,15,40,45,0,1
1.3,40.73054123,-74.00447845,1,40.74145126,-73.98964691,5,1,16,19,30,53,5,1,16,19,40,21,0,1
1.4,40.71875,-73.99250031,1,40.70869827,-74.00272369,6,1,24,15,45,24,6,1,24,15,55,49,0,1
2.1,40.80712128,-73.94580078,1,40.7935257,-73.97064209,6,1,17,2,19,50,6,1,17,2,28,6,0,1
0.75,40.7225914,-73.98789215,3,40.72990799,-73.98989868,5,1,30,1,37,38,5,1,30,1,44,26,0,2
0.45,40.76031876,-73.99498749,1,40.75468063,-73.99901581,1,1,5,9,51,50,1,1,5,9,54,8,0,2
1.56,40.73947906,-74.00489807,1,40.74607849,-74.00009155,5,1,9,18,53,42,5,1,9,19,5,55,0,2
1.1,40.73418045,-73.98854065,1,40.73087311,-74.00286865,5,1,16,15,51,40,5,1,16,16,2,3,0,1
0.6,40.7572937,-73.99034119,1,40.76372147,-73.98895264,5,1,23,1,38,58,5,1,23,1,41,38,0,1
5.6,40.78245163,-73.97602844,1,40.71863937,-74.00045013,3,1,21,15,38,58,3,1,21,16,14,17,0,1
0.66,40.73244095,-73.98775482,1,40.73736572,-73.99251556,3,1,14,16,32,21,3,1,14,16,37,56,0,2
0.93,40.76821518,-73.96031952,6,40.77706146,-73.96369934,4,1,1,23,45,37,4,1,1,23,51,0,0,2
0.62,40.75793839,-73.96469116,5,40.75890732,-73.97289276,4,1,22,14,6,40,4,1,22,14,15,51,0,2
3.51,40.7298317,-73.99167633,6,40.76794052,-73.98148346,4,1,1,20,21,12,4,1,1,20,48,5,0,2
1.78,40.75593567,-73.97503662,1,40.77626038,-73.96222687,4,1,22,7,55,19,4,1,22,8,7,45,0,2
1.11,40.78657913,-73.95452118,2,40.77389908,-73.95754242,3,1,28,16,27,44,3,1,28,16,32,57,0,2
2,40.75125504,-73.98047638,1,40.76706696,-73.96229553,0,1,11,12,16,55,0,1,11,12,38,57,0,1
9.42,40.75632858,-73.97252655,1,40.76884842,-73.86260986,6,1,17,10,48,13,6,1,17,11,7,11,0,2
2.62,40.75389862,-73.97210693,1,40.72179031,-73.98049927,6,1,17,2,21,12,6,1,17,2,31,35,0,2
0.5,40.7576561,-73.97668457,1,40.75423813,-73.96889496,1,1,5,18,27,31,1,1,5,18,31,37,0,1
0.97,40.79014969,-73.94915771,1,40.7789917,-73.95384979,3,1,14,19,17,59,3,1,14,19,21,6,0,2
1.35,40.76147842,-73.9665451,1,40.75613022,-73.98319244,0,1,18,12,48,2,0,1,18,12,56,21,0,2
0.77,40.76185989,-73.98887634,1,40.75664902,-73.99777985,4,1,29,19,35,35,4,1,29,19,45,39,0,2
1.71,40.76271057,-73.98103333,2,40.74496078,-73.97865295,1,1,19,10,42,9,1,1,19,10,56,0,0,2
2.35,40.74849701,-73.98461914,1,40.77829742,-73.96291351,3,1,7,14,5,57,3,1,7,14,30,23,0,2
1.74,40.72746658,-73.99945068,1,40.74508667,-73.98217773,0,1,18,1,46,0,0,1,18,1,52,36,0,2
17.7,40.74483871,-73.99927521,1,40.64754868,-73.78883362,1,1,26,20,5,46,1,1,26,20,45,56,0,1
2.06,40.76542664,-73.97597504,1,40.74041748,-73.99427032,0,1,4,23,5,58,0,1,4,23,12,9,0,2
15.44,40.832901,-73.83032227,1,40.70600891,-74.00892639,2,1,27,22,22,10,2,1,27,22,51,14,0,2
3.3,40.76126099,-73.96965027,1,40.72878265,-74.0026474,0,1,4,8,12,41,0,1,4,8,28,57,0,1
1.24,40.73933029,-74.00270844,5,40.75194168,-73.99220276,2,1,20,10,38,30,2,1,20,10,46,38,0,2
0.9,40.7479744,-74.0005188,1,40.73799896,-74.00013733,3,1,21,20,47,8,3,1,21,20,53,25,0,1
0.8,40.76412582,-73.99209595,1,40.75814056,-74.00039673,5,1,30,16,42,56,5,1,30,16,49,34,0,1
4,40.72722244,-73.95281219,1,40.76382065,-73.97399139,6,1,17,17,18,29,6,1,17,17,40,18,0,1
16.7,40.6451683,-73.77628326,1,40.74668503,-73.9900589,4,1,15,13,45,37,4,1,15,14,31,53,0,1
0.93,40.73571014,-73.99890137,3,40.73210907,-74.00649261,4,1,29,18,20,20,4,1,29,18,27,1,0,2
2,40.76454926,-73.97151184,1,40.74023056,-73.98213959,0,1,18,19,33,18,0,1,18,19,44,32,0,1
7,40.71619415,-74.01045227,1,40.76014328,-73.96646881,6,1,3,19,36,43,6,1,3,19,56,29,0,1
1.1,40.77511215,-73.96307373,1,40.76197815,-73.97442627,1,1,12,12,18,20,1,1,12,12,26,43,0,1
3.32,40.60033035,-73.96456909,1,40.63813019,-73.97736359,1,1,5,4,37,12,1,1,5,4,47,58,0,2
3.6,40.72966766,-73.98842621,1,40.76873779,-73.98477936,1,1,19,19,46,45,1,1,19,20,4,32,0,1
11.9,40.7598381,-73.98602295,2,40.68183517,-74.01496124,6,1,17,11,15,24,6,1,17,11,59,12,0,1
0.25,40.70605087,-74.01792908,6,40.70513153,-74.01468658,4,1,15,8,9,41,4,1,15,8,11,25,0,2
16.12,40.74425125,-73.95857239,1,40.64345169,-73.78993225,3,1,28,23,15,10,3,1,28,23,41,18,0,2
1.68,40.73973846,-73.99514008,2,40.72032166,-74.00110626,5,1,9,14,11,9,5,1,9,14,19,5,0,2
2.54,40.77682114,-73.98294067,1,40.78028107,-73.94995117,4,1,29,15,59,23,4,1,29,16,20,42,0,2
1.02,40.73779678,-73.99743652,2,40.73725891,-73.98832703,3,1,28,18,3,32,3,1,28,18,13,24,0,2
0.9,40.75576019,-73.97090912,1,40.76229858,-73.98622894,2,1,20,17,23,34,2,1,20,17,30,46,0,2
1.6,40.71659851,-73.98931885,1,40.71102142,-74.00888062,4,1,15,0,5,16,4,1,15,0,15,14,0,1
0.9,40.75898361,-73.9727478,1,40.74808121,-73.98040771,2,1,20,9,39,50,2,1,20,9,47,3,0,1
1.53,40.76937485,-73.9851532,1,40.75677872,-73.97472382,0,1,11,22,16,59,0,1,11,22,26,28,0,2
2,40.76407623,-73.97078705,1,40.7860527,-73.950737,0,1,11,8,59,42,0,1,11,9,17,49,0,1
1.3,40.80620575,-73.96550751,1,40.79095459,-73.97264099,4,1,8,12,14,44,4,1,8,12,21,3,0,1
0.9,40.77945709,-73.94740295,1,40.76647568,-73.95698547,3,1,21,20,5,53,3,1,21,20,10,35,0,1
0.6,40.74758911,-74.00432587,1,40.74054718,-74.00550842,0,1,18,21,1,9,0,1,18,21,2,49,0,1
2.5,40.78685379,-73.97756195,1,40.75901794,-73.98158264,0,1,11,21,14,31,0,1,11,21,25,47,0,1
9.8,40.79893112,-73.96990967,1,40.77052689,-73.8645401,5,1,30,23,15,21,5,1,30,23,38,13,0,1
1.52,40.79051971,-73.97345734,4,40.77106094,-73.98175812,2,1,20,20,49,16,2,1,20,20,54,33,0,2
3.8,40.70442581,-74.00792694,1,40.73271179,-73.98542023,5,1,9,19,23,0,5,1,9,19,37,58,0,1
1.8,40.74959946,-73.99300385,1,40.72945786,-73.99202728,4,1,29,15,12,57,4,1,29,15,33,59,0,1
1,40.74542999,-73.98740387,1,40.73386383,-73.98983765,5,1,16,21,6,33,5,1,16,21,15,47,0,1
1.08,40.7838974,-73.95662689,1,40.77325821,-73.95211792,1,1,19,14,4,4,1,1,19,14,14,22,0,2
9.06,40.75120163,-73.88991547,2,40.73591995,-74.00154877,5,1,9,21,55,50,5,1,9,22,24,2,0,2
1.56,40.77497101,-73.98052979,2,40.77635574,-73.96205902,3,1,7,22,6,15,3,1,7,22,11,10,0,2
1.62,40.72893143,-73.97830963,1,40.7462883,-73.9799118,5,1,9,1,1,10,5,1,9,1,9,56,0,2
0.9,40.76019287,-73.98516846,1,40.75095749,-73.99424744,1,1,5,6,8,1,1,1,5,6,13,0,0,1
1.01,40.72513199,-74.00045776,1,40.72992325,-73.98979187,3,1,7,23,12,24,3,1,7,23,17,38,0,2
0.5,40.75046539,-73.99462128,3,40.74473572,-73.9972229,1,1,12,20,22,21,1,1,12,20,25,44,0,1
3.88,40.71692657,-73.99791718,1,40.75541687,-73.97106171,4,1,15,23,3,25,4,1,15,23,35,13,0,2
1.4,40.72441483,-74.00654602,1,40.74191284,-74.00408936,1,1,19,18,11,26,1,1,19,18,28,9,0,1
4.7,40.71599197,-73.99481964,1,40.71211624,-73.94396973,3,1,7,23,2,35,3,1,7,23,16,39,0,1
3.09,40.76057053,-73.98101044,1,40.77976608,-73.9444809,3,1,14,7,16,1,3,1,14,7,35,16,0,2
1.4,40.7518158,-73.97658539,1,40.76460266,-73.9616394,4,1,29,6,36,38,4,1,29,6,43,26,0,1
3.92,40.78633118,-73.9486084,1,40.75677872,-73.9901123,6,1,17,11,29,8,6,1,17,11,46,52,0,2
0.7,40.74284744,-73.9814682,1,40.74500656,-73.98911285,3,1,7,12,4,42,3,1,7,12,13,51,0,1
3.3,40.69681168,-73.97359467,1,40.72119522,-74.00523376,4,1,8,23,43,56,4,1,8,23,59,39,0,1
0.93,40.74333572,-74.00130463,1,40.743927,-73.99237823,5,1,16,2,33,54,5,1,16,2,38,35,0,2
1.9,40.70728683,-74.00439453,1,40.72922516,-73.99137878,3,1,14,7,28,37,3,1,14,7,39,34,0,1
2.53,40.73329163,-73.99983978,2,40.75022125,-73.98403168,0,1,18,15,59,43,0,1,18,16,16,33,0,2
1,40.70771408,-74.00769806,1,40.71509933,-74.00192261,0,1,25,11,57,2,0,1,25,12,9,28,0,1
1.19,40.77111053,-73.84339142,6,40.75941849,-73.82994843,4,1,1,6,17,21,4,1,1,6,22,46,0,2
2.36,40.73113251,-73.99202728,2,40.75559235,-74.00229645,1,1,12,21,47,57,1,1,12,22,1,1,0,2
2.8,40.71371078,-73.96540833,2,40.72050858,-73.98433685,4,1,1,1,1,26,4,1,1,1,17,8,0,2
12.6,40.75585938,-73.97102356,2,40.76991272,-73.86389923,6,1,3,9,18,54,6,1,3,9,49,51,0,1
2,40.80295944,-73.94004059,1,40.78208923,-73.95948029,3,1,21,12,54,29,3,1,21,13,9,11,0,1
8.21,40.84041595,-73.85717773,1,40.77980042,-73.95317841,1,1,5,0,9,39,1,1,5,0,28,44,0,2
2.23,40.75291061,-73.98506165,1,40.77002335,-73.96129608,2,1,20,16,29,7,2,1,20,16,44,33,0,2
2.7,40.75569916,-73.98888397,1,40.72945786,-73.98693085,4,1,15,0,36,19,4,1,15,0,47,12,0,1
2.2,40.74716187,-73.98109436,1,40.77420425,-73.96315002,1,1,12,18,6,45,1,1,12,18,22,34,0,1
3.6,40.75799942,-73.99120331,1,40.71657944,-74.01467896,0,1,11,8,0,9,0,1,11,8,18,7,0,1
2.5,40.75918198,-73.97628021,1,40.78463745,-73.95005798,6,1,3,16,28,21,6,1,3,16,45,54,0,1
9.14,40.77360916,-73.87052155,5,40.75938034,-73.97045135,0,1,11,7,30,59,0,1,11,7,47,5,0,2
8.19,40.70286179,-73.92961884,1,40.76953125,-73.86318207,0,1,18,9,36,42,0,1,18,9,57,51,0,2
0.93,40.78857803,-73.97805786,1,40.8001709,-73.96968842,3,1,28,9,3,31,3,1,28,9,10,16,0,2
1.09,40.7410965,-74.00731659,2,40.75184631,-74.00228119,5,1,9,16,2,21,5,1,9,16,9,26,0,2
3.81,40.74578857,-73.90325165,1,40.77072906,-73.86549377,1,1,12,1,35,32,1,1,12,1,43,29,0,2
1,40.72656631,-73.99227142,1,40.73381042,-73.99869537,3,1,21,10,28,7,3,1,21,10,38,29,0,1
2.4,40.63275528,-74.02424622,1,40.66173553,-73.9967804,3,1,14,4,29,52,3,1,14,4,37,34,0,1
0.78,40.79680252,-73.96108246,1,40.8038559,-73.96707153,3,1,7,20,42,11,3,1,7,20,45,26,0,2
4.06,40.71294022,-73.9777298,1,40.76345825,-73.96736145,4,1,15,14,54,39,4,1,15,15,12,7,0,2
0.5,40.77979279,-73.94717407,2,40.78179932,-73.95589447,3,1,7,15,37,41,3,1,7,15,42,32,0,1
3.3,40.74770355,-74.00028229,1,40.70849991,-74.01377869,1,1,5,7,33,58,1,1,5,7,47,49,0,1
1.6,40.75472641,-73.97211456,1,40.74482727,-73.99156952,1,1,26,9,27,38,1,1,26,9,47,29,0,1
1.12,40.77747726,-73.9490509,1,40.76350021,-73.95900726,0,1,18,19,6,0,0,1,18,19,9,42,0,2
5.92,40.81227112,-73.93636322,1,40.74803925,-73.97641754,3,1,14,10,9,26,3,1,14,10,29,20,0,2
2.4,40.77977753,-73.97318268,1,40.75864029,-73.96588898,3,1,14,9,56,44,3,1,14,10,17,49,0,1
2,40.71932983,-73.99121857,1,40.73822021,-74.00559998,6,1,17,2,9,32,6,1,17,2,25,21,0,2
0.81,40.77288818,-73.95385742,1,40.76753998,-73.9631424,2,1,27,9,33,44,2,1,27,9,40,21,0,2
2.58,40.75569916,-73.96277618,1,40.77754593,-73.95924377,0,1,11,14,49,57,0,1,11,15,9,33,0,2
1.13,40.75793457,-73.98143768,1,40.76517868,-73.97042847,1,1,26,20,23,57,1,1,26,20,34,8,0,2
0.92,40.7541008,-73.98844147,2,40.76330185,-73.98912048,6,1,24,18,51,33,6,1,24,18,59,9,0,2
2.82,40.73498917,-73.97998047,1,40.76425171,-73.96674347,5,1,9,15,43,13,5,1,9,15,59,36,0,2
1.99,40.75580215,-73.96485138,1,40.77174377,-73.9830246,5,1,16,14,34,52,5,1,16,14,45,4,0,2
0.7,40.73638535,-73.98277283,3,40.73619461,-73.99342346,1,1,26,8,10,43,1,1,26,8,20,55,0,1
0.87,40.766819,-73.9829483,5,40.76148987,-73.96875,1,1,12,15,36,47,1,1,12,15,45,59,0,2
3.9,40.72565079,-74.00556946,1,40.76580048,-73.9874115,5,1,23,1,9,49,5,1,23,1,30,39,0,1
7.1,40.71059799,-74.00868988,1,40.77085114,-73.96594238,4,1,22,18,14,54,4,1,22,18,38,23,0,2
1.32,40.76855469,-73.98484039,1,40.75735092,-73.98997498,5,1,2,1,38,35,5,1,2,1,44,2,0,2
1.5,40.76464462,-73.969841,1,40.7457695,-73.97800446,2,1,20,17,56,56,2,1,20,18,10,2,0,1
9.51,40.75564575,-73.99138641,1,40.76967239,-73.86373138,4,1,29,10,57,25,4,1,29,11,34,0,0,2
1.99,40.77398682,-73.95147705,6,40.76309967,-73.9753952,3,1,21,20,28,44,3,1,21,20,46,55,0,2
